简码：一	y
翻译：揭露；脱去外衣	uncloak
翻译：搀有樟脑的	camphoric
翻译：搁浅地;地面上	aground
翻译：搅浑浊;惹怒;使焦急	rile
翻译：摆动的;不稳定的	wobbly
翻译：摆动；动摇；犹豫	wobble
翻译：摇摆的;摇动的	rocking
翻译：摇摆；信号；挥动	wigwag
翻译：摇篮;摇篮车	bassinet
翻译：摔角选手;扭	wrestler
翻译：摘要;概括	epitomise
翻译：摘要;概括	epitomize
翻译：摧残;破坏	vandalise
翻译：摧残;破坏	vandalize
翻译：摩托罗拉公司	motorola
翻译：摩擦;磨损	attrition
翻译：摩擦身体;按摩	rubdown
翻译：摩西五书	pentateuch
翻译：摸索；弄乱；漏接	fumble
翻译：撅嘴的;容易生气的	pouty
翻译：撇沫器;浅读者	skimmer
翻译：撕开;扯开	divulsion
翻译：撤离者;疏散者	evacuee
翻译：撤营;逃走;逃亡	decamp
翻译：撰写广告字的人	adsmith
翻译：操作性	operability
翻译：操作；手术	operation
翻译：擦亮石	rottenstone
翻译：擦皮鞋的人	shoeblack
翻译：支吾；蹒跚；颤抖	falter
翻译：支气管炎	bronchitis
翻译：支流	distributary
翻译：支票;检查;票据	cheque
翻译：收发器	transceiver
翻译：收听者;听众	listener
翻译：收敛剂	astringents
翻译：收缩(皱)	shrinking
翻译：收缩；萎缩；退缩	shrink
翻译：改写；重新起草	redraft
翻译：改变的；兑换的	changed
翻译：改变；零钱；兑换	change
翻译：改良;改进	improving
翻译：改革；改正；感化	reform
翻译：放债者	moneylender
翻译：放入钱袋;偿还	imburse
翻译：放射量测定	dosimetry
翻译：放气;缩小	deflation
翻译：放牛的;牧牛者	cowherd
翻译：放血	bloodletting
翻译：放逐；排斥	ostracism
翻译：效果；影响；实现	effect
翻译：效法;竞争	emulation
翻译：敌手;对手	adversary
翻译：敏捷;活泼	briskness
翻译：敏锐;激烈;苛刻	acuity
翻译：敏锐的；渴望的；痛哭	keen
翻译：教务长；监狱长	provost
翻译：教堂；礼拜；教会	church
翻译：教师之职位	tutorship
翻译：敞著扭子	unbuttoned
翻译：散发;发出	emanation
翻译：散弹猎枪;鸟枪	shotgun
翻译：散文家;冗长写手	proser
翻译：散焦现象	defocusing
翻译：散群作用	debunching
翻译：敬畏；尊敬	reverence
翻译：数字；数目；号码	number
翻译：整个;统统;全部	wholly
翻译：整个萤幕的	screenful
翻译：整容术	cosmetology
翻译：整洁的；漂亮的；刹车	trig
翻译：整骨疗法	osteopathy
翻译：整骨疗法家	osteopath
翻译：敷衍的	perfunctory
翻译：文体家;设计师	stylist
翻译：文凭;毕业证书	diploma
翻译：文身；号角；连敲	tattoo
翻译：斑岩的	porphyritic
翻译：斑点；斑纹；使起斑	fleck
翻译：斗篷；覆盖；脸红	mantle
翻译：斜视手术	strabotomy
翻译：斜视；侧视；倾向	squint
翻译：斜长石	plagioclase
翻译：斟酒服务员	sommelier
翻译：断言;主张	assertion
翻译：斯德哥尔摩	Stockholm
翻译：新到的;新来的	newcome
翻译：新成员；启蒙	initiate
翻译：新月;半月板	meniscus
翻译：新月形面包	croissant
翻译：新月；新月形	crescent
翻译：新纪元;时代;时期	epoch
翻译：方向的	directional
翻译：方案；计划；阴谋	scheme
翻译：施魔法;使迷惑	enchant
翻译：旁轨；脱轨	sidetrack
翻译：旅行者;远足者	tripper
翻译：旅行；行进；游历	travel
翻译：旋涡;旋风;涡流	vortex
翻译：旋花类的植物	bindweed
翻译：旋转的；波动的	rolling
翻译：旋转；轮转；轮流	rotate
翻译：无与伦比的	unmatched
翻译：无专利的	unpatented
翻译：无产者	proletarian
翻译：无以匹敌的人	nonesuch
翻译：无光泽的	lacklustre
翻译：无光泽的深红色	oxblood
翻译：无光的	nonluminous
翻译：无关系的	irrelative
翻译：无动机的	motiveless
翻译：无名小卒;小人物	nobody
翻译：无墙车库;车棚	carport
翻译：无处;到处都无	nowhere
翻译：无尾无翼的走禽	apteryx
翻译：无弹性的	nonelastic
翻译：无情的	unrelenting
翻译：无执照的	unlicensed
翻译：无政府主义	anarchism
翻译：无效的	ineffective
翻译：无方向的	undirected
翻译：无柄的;固着的	sessile
翻译：无横越	nonbridging
翻译：无法可想	helplessly
翻译：无法生活的	nonviable
翻译：无益的;无用的	inutile
翻译：无知;不知	ignorance
翻译：无知的	unscholarly
翻译：无知觉的	insensible
翻译：无礼貌的	mannerless
翻译：无线电指标	aerophare
翻译：无罪的;清白的	sinless
翻译：无胜算者	nonstarter
翻译：无能;无力	inability
翻译：无节奏的	arrhythmic
翻译：无花纹的粗织呢绒	hodden
翻译：无菌的；贫瘠的	sterile
翻译：无装;装备;徽章	arming
翻译：无言地;不发声地	mutely
翻译：无论什么	whatsoever
翻译：无足轻重的;褴褛的	footy
翻译：无边帽；覆盖；脱帽致意	cap
翻译：无重量	antigravity
翻译：无限大;无限	infinity
翻译：无驾驶员的	pilotless
翻译：日月半影的	penumbral
翻译：日本人;日语	Japanese
翻译：早;及时;及早	betimes
翻译：早点火	preignition
翻译：早熟;早成	precocity
翻译：早的;初期的	earliest
翻译：时尚的	fashionable
翻译：时期；周期；句点	period
翻译：时钟;座钟	timepiece
翻译：明尼苏达州	minnesota
翻译：明智	advisability
翻译：明确；特别	expressly
翻译：易于管教的	tractable
翻译：易信;轻信	credulity
翻译：易受骗	gullibility
翻译：易弄错的	mistakable
翻译：易怒;暴躁	testiness
翻译：易怒地;暴躁地	testily
翻译：易损害的	damageable
翻译：易消化的	digestible
翻译：易液化的	liquescent
翻译：易粘住的;妨碍的	cloggy
翻译：易读地;明了地	legibly
翻译：春天;跳跃;泉源	spring
翻译：春情的;好色的	ruttish
翻译：显然的;明显的	evident
翻译：晒衣绳	clothesline
翻译：晒黑;卡其色军服	suntan
翻译：晚霞;夕照	afterglow
翻译：晚餐;正餐;宴会	dinner
翻译：普罗旺斯的	Provençal
翻译：普罗旺斯的	provencal
翻译：晴朗;明白	clearness
翻译：智慧与技艺的女神	Athena
翻译：智慧与技艺的女神	Athene
翻译：晾干;风干;兜风	airing
翻译：晾干而不烫平	roughdry
翻译：暂时地	temporarily
翻译：暗指的;含蓄的	implied
翻译：暗杀者;刺客	assassin
翻译：暗流	undercurrent
翻译：暗淡的;单调的	subfusc
翻译：暗示;微微觉得	inkling
翻译：暗红色的餐用苹果	biffin
翻译：暗黑地;邋塌地	dingily
翻译：暧昧;含糊	vagueness
翻译：暴力的；极端的	violent
翻译：暴发户；傲慢的	upstart
翻译：暴民政治	ochlocracy
翻译：曲解	misinterpret
翻译：更可取的	preferable
翻译：更向前的	forwarding
翻译：更换;替代	replacing
翻译：曼彻斯特	Manchester
翻译：曼陀林(琴)	mandolin
翻译：最初;开头	initially
翻译：最大的;最高的	maximal
翻译：最远的	farthermost
翻译：最高的;顶端的	topmost
翻译：月桂树;荣誉桂冠	laurel
翻译：月桂树的果实	bayberry
翻译：有人居住的	inhabited
翻译：有人的特点的	humanoid
翻译：有价证券	securities
翻译：有使血压增高的	pressor
翻译：有光泽的	glossiness
翻译：有凹痕的;麻子的	pitted
翻译：有力;简洁	pithiness
翻译：有力地;简洁地	pithily
翻译：有喙的;鸟嘴状的	beaked
翻译：有外皮的	corticated
翻译：有孔虫	foraminifer
翻译：有害的	detrimental
翻译：有害的;伤害的	harmful
翻译：有害的;恶意的	baleful
翻译：有序的;定期的	regular
翻译：有弹性的;活泼的	bouncy
翻译：有恶臭的	malodorous
翻译：有机体；生物	organism
翻译：有毒物;毒药	toxicant
翻译：有毛病的;出差错的	amiss
翻译：有沟的;有槽的	sulcate
翻译：有理的	justifiable
翻译：有病地	unhealthily
翻译：有痘疮的	pockmarked
翻译：有益健康的	healthful
翻译：有盐分的;咸味浓的	salty
翻译：有目的的	purposeful
翻译：有纤维素的	fibrinous
翻译：有线电传真	wirephoto
翻译：有肉峰的;有瘤的	humped
翻译：有腰带的长袖衣服	caftan
翻译：有触手的	tentacular
翻译：有趣的	interesting
翻译：有趣的;愉快的	amusive
翻译：有蹄的;蹄形	ungulate
翻译：有限的;限制的	limited
翻译：有霉斑的;有蛀孔的	pecky
翻译：服从；提交；屈服	submit
翻译：服务员们	servicemen
翻译：服勤名簿;花名册	roster
翻译：朝圣之旅	pilgrimage
翻译：朝臣;奉承者	courtier
翻译：木制小桶;容量名	firkin
翻译：木制用具	woodenware
翻译：木造镶嵌细工	intarsia
翻译：木钵;水槽;马槽	trough
翻译：未受过好教育的	lowbred
翻译：未完成的	unfinished
翻译：未完成的；解开的	undone
翻译：未成年；辅修；次要	minor
翻译：未来派的	futuristic
翻译：未知的；无名者	unknown
翻译：未经训练的	untrained
翻译：本分;义务;敬意	devoir
翻译：本文的;原文的	textual
翻译：本质	substantials
翻译：朱特人;朱特族;黄麻	jute
翻译：朱砂;朱红色	cinnabar
翻译：朴树;朴果	hackberry
翻译：朴素;严峻	austerity
翻译：机械工	mechanician
翻译：机械手	manipulator
翻译：机灵地;用心地	cannily
翻译：杀人;杀人者	homicide
翻译：杀菌剂	bactericide
翻译：杀虫剂	insecticide
翻译：杂交;混种	hybridise
翻译：杂交;混种	hybridize
翻译：杂种狗;混血儿	mongrel
翻译：杂耍；篡改；欺骗	juggle
翻译：杂色的;斑驳的	mottled
翻译：杂色；混杂；小丑	motley
翻译：杂草丛生的；瘦弱的	weedy
翻译：杆状菌;细菌	bacillus
翻译：材料;资料;已知数	datum
翻译：村镇;有城堡的村镇	Bourg
翻译：束腹;妇女的胸衣	corset
翻译：条纹；条理；飞跑	streak
翻译：来世；未来	hereafter
翻译：杯吸法;拔火罐	cupping
翻译：松开的;紊乱的	unstuck
翻译：松弛；放松	relaxedly
翻译：松树的;松树般茂盛的	piny
翻译：极其珍贵	invaluably
翻译：极其；非常	fearfully
翻译：极出色的人	humdinger
翻译：极北之地；神秘北方	Thule
翻译：极地；南北极；极性	polar
翻译：极度激动狂乱的心情	tizzy
翻译：极度的激动;狂乱	swivet
翻译：极点；电极；相反极端	pole
翻译：极神圣的	sacrosanct
翻译：枕头；垫靠；枕于	pillow
翻译：林产;森林地	forestry
翻译：果冻；胶状物；凝结	jelly
翻译：果树根皮精	phlorizin
翻译：果盖;鳃盖	operculum
翻译：果胶的;粘胶质的	pectic
翻译：枝条；编条；篱笆	wattle
翻译：枢轴的;关键的	pivotal
翻译：枪眼;炮眼	embrasure
翻译：枪靶;刺枪靶	quintain
翻译：某事;某物	something
翻译：染色分开的围巾	belcher
翻译：柔软的;敏捷的	lissome
翻译：柔软；敏捷；弹性	limber
翻译：柠檬色;黄水晶	citrine
翻译：柬鸟的一种	stormcock
翻译：柯罗辛泻药	colocynth
翻译：标记干扰性移动	bobbing
翻译：标语；口号	catchword
翻译：树带界线	timberline
翻译：树干的;躯干的	truncal
翻译：树木化石	dendrolite
翻译：树枝；分支；部门	branch
翻译：栓锁带	latchstring
翻译：栖息于森林的	sylvatic
翻译：栖木鸟；验皮工	percher
翻译：校对者	proofreader
翻译：校正;校对	proofread
翻译：样子;礼貌;风格	manner
翻译：根深蒂固;生染	ingrain
翻译：格变化的	declinable
翻译：格子呢；单桅帆船	tartan
翻译：格格响的;吵闹的	rattly
翻译：格言的;含格言的	gnomic
翻译：案卷保管人	archivist
翻译：梦游	somnambulate
翻译：梳者;梳机;卷浪	comber
翻译：检查制度	censorship
翻译：棉绒;平绒	velveteen
翻译：棕榈科之一种	palmetto
翻译：森林地;林地	woodland
翻译：棱堡;阵地工事	bastion
翻译：棱纹平布;堕落者;名声	rep
翻译：植物地理学	geobotany
翻译：楔形后跟的女用靴	wedgie
翻译：楼梯凸缘;防滑条	nosing
翻译：概念上的	conceptual
翻译：概略地;粗糙地	roughly
翻译：槌球戏；循环球	croquet
翻译：槽口；榫头；接缝	rabbet
翻译：樟脑丸；封存	mothball
翻译：模仿别人的人	mimicker
翻译：模仿鸟	mockingbird
翻译：模仿；摹拟；仿制品	mimic
翻译：模拟神经原	neuristor
翻译：樱草属之植物	cyclamen
翻译：樵夫;圆木装车机	logger
翻译：欠缺的；不足的	wanting
翻译：次暂态	subtranient
翻译：欢呼；万岁；骚动	hurrah
翻译：欢喜;嬉戏	merriment
翻译：欢宴;欢庆	festivity
翻译：欢迎的;放荡的;快乐的	gay
翻译：欧洲计算机制造商协会	ECMA
翻译：欺诈;冒牌	imposture
翻译：欺负；威胁；好极了	bully
翻译：欺骗;诡计	deception
翻译：欺骗;迷惑	bamboozle
翻译：欺骗；欺诈；骗子	humbug
翻译：款待；怀抱	entertain
翻译：款待；盛宴；娱乐	regale
翻译：歇斯底里	conniption
翻译：歌;旋律;圣歌调	cantus
翻译：歌舞杂耍	vaudeville
翻译：歌词集;歌词	libretto
翻译：歌谣集;歌集	songbook
翻译：正常；标准；常态	normal
翻译：正式礼仪	ceremonial
翻译：正当地;妥当地	validly
翻译：正直的;垂直的	upright
翻译：正相反的事物	antipode
翻译：正确;精确	exactness
翻译：正统主义	legitimism
翻译：正面看台	grandstand
翻译：步兵;步兵团	infantry
翻译：歹徒题材	picaresque
翻译：死亡学	thanatology
翻译：死寂；无生气	deadness
翻译：残障的	handicapped
翻译：殷勤的	complaisant
翻译：毁谤;谴责	dispraise
翻译：母系的	matrilineal
翻译：每个人;人人	everyone
翻译：毒胡萝卜;铁杉	hemlock
翻译：毒药；毒害；中毒	poison
翻译：比较的	comparative
翻译：毛制品;羊毛的	woollen
翻译：毛巾;面巾	washcloth
翻译：毫安培	milliampere
翻译：毫微米	millimicron
翻译：民谣歌唱大会	songfest
翻译：气体力学	pneumatics
翻译：气化	aerification
翻译：气穴现象	cavitation
翻译：气质;性格;勇气	mettle
翻译：气馁的	discouraged
翻译：氢氧的	oxyhydrogen
翻译：氨水;阿摩尼亚	ammonia
翻译：氯仿麻醉	chloroform
翻译：氰版照相法	cyanotype
翻译：水产业	aquaculture
翻译：水兰属之一种	hawkweed
翻译：水坑；积水；搅浊	puddle
翻译：水库;蓄积	reservoir
翻译：水彩画	watercolour
翻译：水手;船员;海员	sailor
翻译：水沟;屋内配管	raceway
翻译：水流；趋势；人潮	stream
翻译：水生的；水上的	aquatic
翻译：水耕法的	hydroponic
翻译：水蛭；榨取者；吸附	leech
翻译：水螅;鼻肉;鼻息肉	polyp
翻译：水陆联运；搬运	portage
翻译：汞合兼并	amalgamate
翻译：污染	contaminated
翻译：污染;玷污	polluting
翻译：污染;玷污	pollution
翻译：污点；烟熏；弄脏	smudge
翻译：污物;排泄物;粪	ordure
翻译：污秽;肮脏	dirtiness
翻译：汽笛;号笛;警笛	hooter
翻译：汽船;轮船	steamboat
翻译：汽船;轮船	steamship
翻译：汽车高速公路	motorway
翻译：沉淀物;沉积	sediment
翻译：沉溺;上瘾	addiction
翻译：沉重的;巨大的	heavier
翻译：沉重的；重大的	weighty
翻译：沙漠；遗弃；逃跑	desert
翻译：沙质;含沙	sandiness
翻译：沙门氏菌	salmonella
翻译：没有国家的	stateless
翻译：没有阴影的	shadeless
翻译：没食子;五倍子	gallnut
翻译：沮丧;粪便	dejection
翻译：河岸;河畔	riverside
翻译：河马	hippopotamus
